x,y,rho,u,v,w
-9.96094 , -9.96094 , 2.84833e-22 , 1 , 0 , 0
-9.96094 , -9.88281 , 4.19674e-22 , 1 , 0 , 0
-9.96094 , -9.80469 , 6.16463e-22 , 1 , 0 , 0
-9.96094 , -9.72656 , 9.02771e-22 , 1 , 0 , 0
-9.96094 , -9.64844 , 1.31802e-21 , 1 , 0 , 0
-9.96094 , -9.57031 , 1.91841e-21 , 1 , 0 , 0
-9.96094 , -9.49219 , 2.78379e-21 , 1 , 0 , 0
-9.96094 , -9.41406 , 4.02721e-21 , 1 , 0 , 0
-9.96094 , -9.33594 , 5.80829e-21 , 1 , 0 , 0
-9.96094 , -9.25781 , 8.35153e-21 , 1 , 0 , 0
-9.96094 , -9.17969 , 1.19718e-20 , 1 , 0 , 0
-9.96094 , -9.10156 , 1.71091e-20 , 1 , 0 , 0
-9.96094 , -9.02344 , 2.43763e-20 , 1 , 0 , 0
-9.96094 , -8.94531 , 3.46246e-20 , 1 , 0 , 0
-9.96094 , -8.86719 , 4.90316e-20 , 1 , 0 , 0
-9.96094 , -8.78906 , 6.92216e-20 , 1 , 0 , 0
-9.96094 , -8.71094 , 9.74276e-20 , 1 , 0 , 0
-9.96094 , -8.63281 , 1.36709e-19 , 1 , 0 , 0
-9.96094 , -8.55469 , 1.91244e-19 , 1 , 0 , 0
-9.96094 , -8.47656 , 2.66717e-19 , 1 , 0 , 0
-9.96094 , -8.39844 , 3.70843e-19 , 1 , 0 , 0
-9.96094 , -8.32031 , 5.14049e-19 , 1 , 0 , 0
-9.96094 , -8.24219 , 7.10383e-19 , 1 , 0 , 0
-9.96094 , -8.16406 , 9.78713e-19 , 1 , 0 , 0
-9.96094 , -8.08594 , 1.34429e-18 , 1 , 0 , 0
-9.96094 , -8.00781 , 1.84079e-18 , 1 , 0 , 0
-9.96094 , -7.92969 , 2.513e-18 , 1 , 0 , 0
-9.96094 , -7.85156 , 3.42022e-18 , 1 , 0 , 0
-9.96094 , -7.77344 , 4.64077e-18 , 1 , 0 , 0
-9.96094 , -7.69531 , 6.2777e-18 , 1 , 0 , 0
-9.96094 , -7.61719 , 8.46615e-18 , 1 , 0 , 0
-9.96094 , -7.53906 , 1.13827e-17 , 1 , 0 , 0
-9.96094 , -7.46094 , 1.52574e-17 , 1 , 0 , 0
-9.96094 , -7.38281 , 2.03887e-17 , 1 , 0 , 0
-9.96094 , -7.30469 , 2.71628e-17 , 1 , 0 , 0
-9.96094 , -7.22656 , 3.60772e-17 , 1 , 0 , 0
-9.96094 , -7.14844 , 4.77712e-17 , 1 , 0 , 0
-9.96094 , -7.07031 , 6.30629e-17 , 1 , 0 , 0
-9.96094 , -6.99219 , 8.29959e-17 , 1 , 0 , 0
-9.96094 , -6.91406 , 1.08896e-16 , 1 , 0 , 0
-9.96094 , -6.83594 , 1.42444e-16 , 1 , 0 , 0
-9.96094 , -6.75781 , 1.8576e-16 , 1 , 0 , 0
-9.96094 , -6.67969 , 2.41509e-16 , 1 , 0 , 0
-9.96094 , -6.60156 , 3.13032e-16 , 1 , 0 , 0
-9.96094 , -6.52344 , 4.04501e-16 , 1 , 0 , 0
-9.96094 , -6.44531 , 5.21104e-16 , 1 , 0 , 0
-9.96094 , -6.36719 , 6.69274e-16 , 1 , 0 , 0
-9.96094 , -6.28906 , 8.56955e-16 , 1 , 0 , 0
-9.96094 , -6.21094 , 1.09392e-15 , 1 , 0 , 0
-9.96094 , -6.13281 , 1.39217e-15 , 1 , 0 , 0
-9.96094 , -6.05469 , 1.76632e-15 , 1 , 0 , 0
-9.96094 , -5.97656 , 2.2342e-15 , 1 , 0 , 0
-9.96094 , -5.89844 , 2.8174e-15 , 1 , 0 , 0
-9.96094 , -5.82031 , 3.54202e-15 , 1 , 0 , 0
-9.96094 , -5.74219 , 4.43944e-15 , 1 , 0 , 0
-9.96094 , -5.66406 , 5.54727e-15 , 1 , 0 , 0
-9.96094 , -5.58594 , 6.91044e-15 , 1 , 0 , 0
-9.96094 , -5.50781 , 8.58235e-15 , 1 , 0 , 0
-9.96094 , -5.42969 , 1.06263e-14 , 1 , 0 , 0
-9.96094 , -5.35156 , 1.31169e-14 , 1 , 0 , 0
-9.96094 , -5.27344 , 1.6142e-14 , 1 , 0 , 0
-9.96094 , -5.19531 , 1.98041e-14 , 1 , 0 , 0
-9.96094 , -5.11719 , 2.42231e-14 , 1 , 0 , 0
-9.96094 , -5.03906 , 2.95378e-14 , 1 , 0 , 0
-9.96094 , -4.96094 , 3.59088e-14 , 1 , 0 , 0
-9.96094 , -4.88281 , 4.3521e-14 , 1 , 0 , 0
-9.96094 , -4.80469 , 5.25861e-14 , 1 , 0 , 0
-9.96094 , -4.72656 , 6.33458e-14 , 1 , 0 , 0
-9.96094 , -4.64844 , 7.60746e-14 , 1 , 0 , 0
-9.96094 , -4.57031 , 9.10827e-14 , 1 , 0 , 0
-9.96094 , -4.49219 , 1.08719e-13 , 1 , 0 , 0
-9.96094 , -4.41406 , 1.29376e-13 , 1 , 0 , 0
-9.96094 , -4.33594 , 1.53487e-13 , 1 , 0 , 0
-9.96094 , -4.25781 , 1.81538e-13 , 1 , 0 , 0
-9.96094 , -4.17969 , 2.14061e-13 , 1 , 0 , 0
-9.96094 , -4.10156 , 2.51641e-13 , 1 , 0 , 0
-9.96094 , -4.02344 , 2.94917e-13 , 1 , 0 , 0
-9.96094 , -3.94531 , 3.44583e-13 , 1 , 0 , 0
-9.96094 , -3.86719 , 4.01386e-13 , 1 , 0 , 0
-9.96094 , -3.78906 , 4.66127e-13 , 1 , 0 , 0
-9.96094 , -3.71094 , 5.39662e-13 , 1 , 0 , 0
-9.96094 , -3.63281 , 6.22894e-13 , 1 , 0 , 0
-9.96094 , -3.55469 , 7.16771e-13 , 1 , 0 , 0
-9.96094 , -3.47656 , 8.22284e-13 , 1 , 0 , 0
-9.96094 , -3.39844 , 9.40454e-13 , 1 , 0 , 0
-9.96094 , -3.32031 , 1.07233e-12 , 1 , 0 , 0
-9.96094 , -3.24219 , 1.21897e-12 , 1 , 0 , 0
-9.96094 , -3.16406 , 1.38144e-12 , 1 , 0 , 0
-9.96094 , -3.08594 , 1.5608e-12 , 1 , 0 , 0
-9.96094 , -3.00781 , 1.75807e-12 , 1 , 0 , 0
-9.96094 , -2.92969 , 1.97424e-12 , 1 , 0 , 0
-9.96094 , -2.85156 , 2.21024e-12 , 1 , 0 , 0
-9.96094 , -2.77344 , 2.4669e-12 , 1 , 0 , 0
-9.96094 , -2.69531 , 2.74498e-12 , 1 , 0 , 0
-9.96094 , -2.61719 , 3.0451e-12 , 1 , 0 , 0
-9.96094 , -2.53906 , 3.36774e-12 , 1 , 0 , 0
-9.96094 , -2.46094 , 3.71322e-12 , 1 , 0 , 0
-9.96094 , -2.38281 , 4.08166e-12 , 1 , 0 , 0
-9.96094 , -2.30469 , 4.47299e-12 , 1 , 0 , 0
-9.96094 , -2.22656 , 4.88689e-12 , 1 , 0 , 0
-9.96094 , -2.14844 , 5.32284e-12 , 1 , 0 , 0
-9.96094 , -2.07031 , 5.78e-12 , 1 , 0 , 0
-9.96094 , -1.99219 , 6.2573e-12 , 1 , 0 , 0
-9.96094 , -1.91406 , 6.75338e-12 , 1 , 0 , 0
-9.96094 , -1.83594 , 7.26658e-12 , 1 , 0 , 0
-9.96094 , -1.75781 , 7.79495e-12 , 1 , 0 , 0
-9.96094 , -1.67969 , 8.33626e-12 , 1 , 0 , 0
-9.96094 , -1.60156 , 8.888e-12 , 1 , 0 , 0
-9.96094 , -1.52344 , 9.44737e-12 , 1 , 0 , 0
-9.96094 , -1.44531 , 1.00114e-11 , 1 , 0 , 0
-9.96094 , -1.36719 , 1.05767e-11 , 1 , 0 , 0
-9.96094 , -1.28906 , 1.11399e-11 , 1 , 0 , 0
-9.96094 , -1.21094 , 1.16973e-11 , 1 , 0 , 0
-9.96094 , -1.13281 , 1.22452e-11 , 1 , 0 , 0
-9.96094 , -1.05469 , 1.27797e-11 , 1 , 0 , 0
-9.96094 , -0.976562 , 1.32969e-11 , 1 , 0 , 0
-9.96094 , -0.898438 , 1.37929e-11 , 1 , 0 , 0
-9.96094 , -0.820312 , 1.42638e-11 , 1 , 0 , 0
-9.96094 , -0.742188 , 1.47058e-11 , 1 , 0 , 0
-9.96094 , -0.664062 , 1.51153e-11 , 1 , 0 , 0
-9.96094 , -0.585938 , 1.54889e-11 , 1 , 0 , 0
-9.96094 , -0.507812 , 1.58233e-11 , 1 , 0 , 0
-9.96094 , -0.429688 , 1.61157e-11 , 1 , 0 , 0
-9.96094 , -0.351562 , 1.63635e-11 , 1 , 0 , 0
-9.96094 , -0.273438 , 1.65645e-11 , 1 , 0 , 0
-9.96094 , -0.195312 , 1.67168e-11 , 1 , 0 , 0
-9.96094 , -0.117188 , 1.68192e-11 , 1 , 0 , 0
-9.96094 , -0.0390625 , 1.68706e-11 , 1 , 0 , 0
-9.96094 , 0.0390625 , 1.68706e-11 , 1 , 0 , 0
-9.96094 , 0.117188 , 1.68192e-11 , 1 , 0 , 0
-9.96094 , 0.195312 , 1.67168e-11 , 1 , 0 , 0
-9.96094 , 0.273438 , 1.65645e-11 , 1 , 0 , 0
-9.96094 , 0.351562 , 1.63635e-11 , 1 , 0 , 0
-9.96094 , 0.429688 , 1.61157e-11 , 1 , 0 , 0
-9.96094 , 0.507812 , 1.58233e-11 , 1 , 0 , 0
-9.96094 , 0.585938 , 1.54889e-11 , 1 , 0 , 0
-9.96094 , 0.664062 , 1.51153e-11 , 1 , 0 , 0
-9.96094 , 0.742188 , 1.47058e-11 , 1 , 0 , 0
-9.96094 , 0.820312 , 1.42638e-11 , 1 , 0 , 0
-9.96094 , 0.898438 , 1.37929e-11 , 1 , 0 , 0
-9.96094 , 0.976562 , 1.32969e-11 , 1 , 0 , 0
-9.96094 , 1.05469 , 1.27797e-11 , 1 , 0 , 0
-9.96094 , 1.13281 , 1.22452e-11 , 1 , 0 , 0
-9.96094 , 1.21094 , 1.16973e-11 , 1 , 0 , 0
-9.96094 , 1.28906 , 1.11399e-11 , 1 , 0 , 0
-9.96094 , 1.36719 , 1.05767e-11 , 1 , 0 , 0
-9.96094 , 1.44531 , 1.00114e-11 , 1 , 0 , 0
-9.96094 , 1.52344 , 9.44737e-12 , 1 , 0 , 0
-9.96094 , 1.60156 , 8.888e-12 , 1 , 0 , 0
-9.96094 , 1.67969 , 8.33626e-12 , 1 , 0 , 0
-9.96094 , 1.75781 , 7.79495e-12 , 1 , 0 , 0
-9.96094 , 1.83594 , 7.26658e-12 , 1 , 0 , 0
-9.96094 , 1.91406 , 6.75338e-12 , 1 , 0 , 0
-9.96094 , 1.99219 , 6.2573e-12 , 1 , 0 , 0
-9.96094 , 2.07031 , 5.78e-12 , 1 , 0 , 0
-9.96094 , 2.14844 , 5.32284e-12 , 1 , 0 , 0
-9.96094 , 2.22656 , 4.88689e-12 , 1 , 0 , 0
-9.96094 , 2.30469 , 4.47299e-12 , 1 , 0 , 0
-9.96094 , 2.38281 , 4.08166e-12 , 1 , 0 , 0
-9.96094 , 2.46094 , 3.71322e-12 , 1 , 0 , 0
-9.96094 , 2.53906 , 3.36774e-12 , 1 , 0 , 0
-9.96094 , 2.61719 , 3.0451e-12 , 1 , 0 , 0
-9.96094 , 2.69531 , 2.74498e-12 , 1 , 0 , 0
-9.96094 , 2.77344 , 2.4669e-12 , 1 , 0 , 0
-9.96094 , 2.85156 , 2.21024e-12 , 1 , 0 , 0
-9.96094 , 2.92969 , 1.97424e-12 , 1 , 0 , 0
-9.96094 , 3.00781 , 1.75807e-12 , 1 , 0 , 0
-9.96094 , 3.08594 , 1.5608e-12 , 1 , 0 , 0
-9.96094 , 3.16406 , 1.38144e-12 , 1 , 0 , 0
-9.96094 , 3.24219 , 1.21897e-12 , 1 , 0 , 0
-9.96094 , 3.32031 , 1.07233e-12 , 1 , 0 , 0
-9.96094 , 3.39844 , 9.40454e-13 , 1 , 0 , 0
-9.96094 , 3.47656 , 8.22284e-13 , 1 , 0 , 0
-9.96094 , 3.55469 , 7.16771e-13 , 1 , 0 , 0
-9.96094 , 3.63281 , 6.22894e-13 , 1 , 0 , 0
-9.96094 , 3.71094 , 5.39662e-13 , 1 , 0 , 0
-9.96094 , 3.78906 , 4.66127e-13 , 1 , 0 , 0
-9.96094 , 3.86719 , 4.01386e-13 , 1 , 0 , 0
-9.96094 , 3.94531 , 3.44583e-13 , 1 , 0 , 0
-9.96094 , 4.02344 , 2.94917e-13 , 1 , 0 , 0
-9.96094 , 4.10156 , 2.51641e-13 , 1 , 0 , 0
-9.96094 , 4.17969 , 2.14061e-13 , 1 , 0 , 0
-9.96094 , 4.25781 , 1.81538e-13 , 1 , 0 , 0
-9.96094 , 4.33594 , 1.53487e-13 , 1 , 0 , 0
-9.96094 , 4.41406 , 1.29376e-13 , 1 , 0 , 0
-9.96094 , 4.49219 , 1.08719e-13 , 1 , 0 , 0
-9.96094 , 4.57031 , 9.10827e-14 , 1 , 0 , 0
-9.96094 , 4.64844 , 7.60746e-14 , 1 , 0 , 0
-9.96094 , 4.72656 , 6.33458e-14 , 1 , 0 , 0
-9.96094 , 4.80469 , 5.25861e-14 , 1 , 0 , 0
-9.96094 , 4.88281 , 4.3521e-14 , 1 , 0 , 0
-9.96094 , 4.96094 , 3.59088e-14 , 1 , 0 , 0
-9.96094 , 5.03906 , 2.95378e-14 , 1 , 0 , 0
-9.96094 , 5.11719 , 2.42231e-14 , 1 , 0 , 0
-9.96094 , 5.19531 , 1.98041e-14 , 1 , 0 , 0
-9.96094 , 5.27344 , 1.6142e-14 , 1 , 0 , 0
-9.96094 , 5.35156 , 1.31169e-14 , 1 , 0 , 0
-9.96094 , 5.42969 , 1.06263e-14 , 1 , 0 , 0
-9.96094 , 5.50781 , 8.58235e-15 , 1 , 0 , 0
-9.96094 , 5.58594 , 6.91044e-15 , 1 , 0 , 0
-9.96094 , 5.66406 , 5.54727e-15 , 1 , 0 , 0
-9.96094 , 5.74219 , 4.43944e-15 , 1 , 0 , 0
-9.96094 , 5.82031 , 3.54202e-15 , 1 , 0 , 0
-9.96094 , 5.89844 , 2.8174e-15 , 1 , 0 , 0
-9.96094 , 5.97656 , 2.2342e-15 , 1 , 0 , 0
-9.96094 , 6.05469 , 1.76632e-15 , 1 , 0 , 0
-9.96094 , 6.13281 , 1.39217e-15 , 1 , 0 , 0
-9.96094 , 6.21094 , 1.09392e-15 , 1 , 0 , 0
-9.96094 , 6.28906 , 8.56955e-16 , 1 , 0 , 0
-9.96094 , 6.36719 , 6.69274e-16 , 1 , 0 , 0
-9.96094 , 6.44531 , 5.21104e-16 , 1 , 0 , 0
-9.96094 , 6.52344 , 4.04501e-16 , 1 , 0 , 0
-9.96094 , 6.60156 , 3.13032e-16 , 1 , 0 , 0
-9.96094 , 6.67969 , 2.41509e-16 , 1 , 0 , 0
-9.96094 , 6.75781 , 1.8576e-16 , 1 , 0 , 0
-9.96094 , 6.83594 , 1.42444e-16 , 1 , 0 , 0
-9.96094 , 6.91406 , 1.08896e-16 , 1 , 0 , 0
-9.96094 , 6.99219 , 8.29959e-17 , 1 , 0 , 0
-9.96094 , 7.07031 , 6.30629e-17 , 1 , 0 , 0
-9.96094 , 7.14844 , 4.77712e-17 , 1 , 0 , 0
-9.96094 , 7.22656 , 3.60772e-17 , 1 , 0 , 0
-9.96094 , 7.30469 , 2.71628e-17 , 1 , 0 , 0
-9.96094 , 7.38281 , 2.03887e-17 , 1 , 0 , 0
-9.96094 , 7.46094 , 1.52574e-17 , 1 , 0 , 0
-9.96094 , 7.53906 , 1.13827e-17 , 1 , 0 , 0
-9.96094 , 7.61719 , 8.46615e-18 , 1 , 0 , 0
-9.96094 , 7.69531 , 6.2777e-18 , 1 , 0 , 0
-9.96094 , 7.77344 , 4.64077e-18 , 1 , 0 , 0
-9.96094 , 7.85156 , 3.42022e-18 , 1 , 0 , 0
-9.96094 , 7.92969 , 2.513e-18 , 1 , 0 , 0
-9.96094 , 8.00781 , 1.84079e-18 , 1 , 0 , 0
-9.96094 , 8.08594 , 1.34429e-18 , 1 , 0 , 0
-9.96094 , 8.16406 , 9.78713e-19 , 1 , 0 , 0
-9.96094 , 8.24219 , 7.10383e-19 , 1 , 0 , 0
-9.96094 , 8.32031 , 5.14049e-19 , 1 , 0 , 0
-9.96094 , 8.39844 , 3.70843e-19 , 1 , 0 , 0
-9.96094 , 8.47656 , 2.66717e-19 , 1 , 0 , 0
-9.96094 , 8.55469 , 1.91244e-19 , 1 , 0 , 0
-9.96094 , 8.63281 , 1.36709e-19 , 1 , 0 , 0
-9.96094 , 8.71094 , 9.74276e-20 , 1 , 0 , 0
-9.96094 , 8.78906 , 6.92216e-20 , 1 , 0 , 0
-9.96094 , 8.86719 , 4.90316e-20 , 1 , 0 , 0
-9.96094 , 8.94531 , 3.46246e-20 , 1 , 0 , 0
-9.96094 , 9.02344 , 2.43763e-20 , 1 , 0 , 0
-9.96094 , 9.10156 , 1.71091e-20 , 1 , 0 , 0
-9.96094 , 9.17969 , 1.19718e-20 , 1 , 0 , 0
-9.96094 , 9.25781 , 8.35153e-21 , 1 , 0 , 0
-9.96094 , 9.33594 , 5.80829e-21 , 1 , 0 , 0
-9.96094 , 9.41406 , 4.02721e-21 , 1 , 0 , 0
-9.96094 , 9.49219 , 2.78379e-21 , 1 , 0 , 0
-9.96094 , 9.57031 , 1.91841e-21 , 1 , 0 , 0
-9.96094 , 9.64844 , 1.31802e-21 , 1 , 0 , 0
-9.96094 , 9.72656 , 9.02771e-22 , 1 , 0 , 0
-9.96094 , 9.80469 , 6.16463e-22 , 1 , 0 , 0
-9.96094 , 9.88281 , 4.19674e-22 , 1 , 0 , 0
-9.96094 , 9.96094 , 2.84833e-22 , 1 , 0 , 0
-9.88281 , -9.96094 , 4.19674e-22 , 1 , 0 , 0
-9.88281 , -9.88281 , 6.18348e-22 , 1 , 0 , 0
-9.88281 , -9.80469 , 9.08298e-22 , 1 , 0 , 0
-9.88281 , -9.72656 , 1.33014e-21 , 1 , 0 , 0
-9.88281 , -9.64844 , 1.94197e-21 , 1 , 0 , 0
-9.88281 , -9.57031 , 2.82659e-21 , 1 , 0 , 0
-9.88281 , -9.49219 , 4.10163e-21 , 1 , 0 , 0
-9.88281 , -9.41406 , 5.9337e-21 , 1 , 0 , 0
-9.88281 , -9.33594 , 8.55794e-21 , 1 , 0 , 0
-9.88281 , -9.25781 , 1.23052e-20 , 1 , 0 , 0
-9.88281 , -9.17969 , 1.76392e-20 , 1 , 0 , 0
-9.88281 , -9.10156 , 2.52085e-20 , 1 , 0 , 0
-9.88281 , -9.02344 , 3.59161e-20 , 1 , 0 , 0
-9.88281 , -8.94531 , 5.10159e-20 , 1 , 0 , 0
-9.88281 , -8.86719 , 7.22432e-20 , 1 , 0 , 0
-9.88281 , -8.78906 , 1.01991e-19 , 1 , 0 , 0
-9.88281 , -8.71094 , 1.4355e-19 , 1 , 0 , 0
-9.88281 , -8.63281 , 2.01427e-19 , 1 , 0 , 0
-9.88281 , -8.55469 , 2.81779e-19 , 1 , 0 , 0
-9.88281 , -8.47656 , 3.92982e-19 , 1 , 0 , 0
-9.88281 , -8.39844 , 5.46401e-19 , 1 , 0 , 0
-9.88281 , -8.32031 , 7.574e-19 , 1 , 0 , 0
-9.88281 , -8.24219 , 1.04668e-18 , 1 , 0 , 0
-9.88281 , -8.16406 , 1.44204e-18 , 1 , 0 , 0
-9.88281 , -8.08594 , 1.98068e-18 , 1 , 0 , 0
-9.88281 , -8.00781 , 2.71223e-18 , 1 , 0 , 0
-9.88281 , -7.92969 , 3.70265e-18 , 1 , 0 , 0
-9.88281 , -7.85156 , 5.03935e-18 , 1 , 0 , 0
-9.88281 , -7.77344 , 6.83771e-18 , 1 , 0 , 0
-9.88281 , -7.69531 , 9.24957e-18 , 1 , 0 , 0
-9.88281 , -7.61719 , 1.2474e-17 , 1 , 0 , 0
-9.88281 , -7.53906 , 1.67713e-17 , 1 , 0 , 0
-9.88281 , -7.46094 , 2.24803e-17 , 1 , 0 , 0
-9.88281 , -7.38281 , 3.00408e-17 , 1 , 0 , 0
-9.88281 , -7.30469 , 4.00217e-17 , 1 , 0 , 0
-9.88281 , -7.22656 , 5.31562e-17 , 1 , 0 , 0
-9.88281 , -7.14844 , 7.03861e-17 , 1 , 0 , 0
-9.88281 , -7.07031 , 9.2917e-17 , 1 , 0 , 0
-9.88281 , -6.99219 , 1.22286e-16 , 1 , 0 , 0
-9.88281 , -6.91406 , 1.60448e-16 , 1 , 0 , 0
-9.88281 , -6.83594 , 2.09878e-16 , 1 , 0 , 0
-9.88281 , -6.75781 , 2.73699e-16 , 1 , 0 , 0
-9.88281 , -6.67969 , 3.55839e-16 , 1 , 0 , 0
-9.88281 , -6.60156 , 4.61222e-16 , 1 , 0 , 0
-9.88281 , -6.52344 , 5.95992e-16 , 1 , 0 , 0
-9.88281 , -6.44531 , 7.67795e-16 , 1 , 0 , 0
-9.88281 , -6.36719 , 9.86109e-16 , 1 , 0 , 0
-9.88281 , -6.28906 , 1.26264e-15 , 1 , 0 , 0
-9.88281 , -6.21094 , 1.61179e-15 , 1 , 0 , 0
-9.88281 , -6.13281 , 2.05122e-15 , 1 , 0 , 0
-9.88281 , -6.05469 , 2.60249e-15 , 1 , 0 , 0
-9.88281 , -5.97656 , 3.29187e-15 , 1 , 0 , 0
-9.88281 , -5.89844 , 4.15117e-15 , 1 , 0 , 0
-9.88281 , -5.82031 , 5.21882e-15 , 1 , 0 , 0
-9.88281 , -5.74219 , 6.54107e-15 , 1 , 0 , 0
-9.88281 , -5.66406 , 8.17336e-15 , 1 , 0 , 0
-9.88281 , -5.58594 , 1.01818e-14 , 1 , 0 , 0
-9.88281 , -5.50781 , 1.26452e-14 , 1 , 0 , 0
-9.88281 , -5.42969 , 1.56568e-14 , 1 , 0 , 0
-9.88281 , -5.35156 , 1.93265e-14 , 1 , 0 , 0
-9.88281 , -5.27344 , 2.37836e-14 , 1 , 0 , 0
-9.88281 , -5.19531 , 2.91794e-14 , 1 , 0 , 0
-9.88281 , -5.11719 , 3.56903e-14 , 1 , 0 , 0
-9.88281 , -5.03906 , 4.3521e-14 , 1 , 0 , 0
-9.88281 , -4.96094 , 5.2908e-14 , 1 , 0 , 0
-9.88281 , -4.88281 , 6.41238e-14 , 1 , 0 , 0
-9.88281 , -4.80469 , 7.74804e-14 , 1 , 0 , 0
-9.88281 , -4.72656 , 9.33338e-14 , 1 , 0 , 0
-9.88281 , -4.64844 , 1.12088e-13 , 1 , 0 , 0
-9.88281 , -4.57031 , 1.34201e-13 , 1 , 0 , 0
-9.88281 , -4.49219 , 1.60187e-13 , 1 , 0 , 0
-9.88281 , -4.41406 , 1.90622e-13 , 1 , 0 , 0
-9.88281 , -4.33594 , 2.26149e-13 , 1 , 0 , 0
-9.88281 , -4.25781 , 2.67478e-13 , 1 , 0 , 0
-9.88281 , -4.17969 , 3.15398e-13 , 1 , 0 , 0
-9.88281 , -4.10156 , 3.70768e-13 , 1 , 0 , 0
-9.88281 , -4.02344 , 4.34531e-13 , 1 , 0 , 0
-9.88281 , -3.94531 , 5.07709e-13 , 1 , 0 , 0
-9.88281 , -3.86719 , 5.91402e-13 , 1 , 0 , 0
-9.88281 , -3.78906 , 6.86792e-13 , 1 , 0 , 0
-9.88281 , -3.71094 , 7.95139e-13 , 1 , 0 , 0
-9.88281 , -3.63281 , 9.17772e-13 , 1 , 0 , 0
-9.88281 , -3.55469 , 1.05609e-12 , 1 , 0 , 0
-9.88281 , -3.47656 , 1.21155e-12 , 1 , 0 , 0
-9.88281 , -3.39844 , 1.38567e-12 , 1 , 0 , 0
-9.88281 , -3.32031 , 1.57997e-12 , 1 , 0 , 0
-9.88281 , -3.24219 , 1.79603e-12 , 1 , 0 , 0
-9.88281 , -3.16406 , 2.03542e-12 , 1 , 0 , 0
-9.88281 , -3.08594 , 2.29969e-12 , 1 , 0 , 0
-9.88281 , -3.00781 , 2.59035e-12 , 1 , 0 , 0
-9.88281 , -2.92969 , 2.90885e-12 , 1 , 0 , 0
-9.88281 , -2.85156 , 3.25657e-12 , 1 , 0 , 0
-9.88281 , -2.77344 , 3.63474e-12 , 1 , 0 , 0
-9.88281 , -2.69531 , 4.04446e-12 , 1 , 0 , 0
-9.88281 , -2.61719 , 4.48666e-12 , 1 , 0 , 0
-9.88281 , -2.53906 , 4.96203e-12 , 1 , 0 , 0
-9.88281 , -2.46094 , 5.47106e-12 , 1 , 0 , 0
-9.88281 , -2.38281 , 6.01392e-12 , 1 , 0 , 0
-9.88281 , -2.30469 , 6.5905e-12 , 1 , 0 , 0
-9.88281 , -2.22656 , 7.20035e-12 , 1 , 0 , 0
-9.88281 , -2.14844 , 7.84267e-12 , 1 , 0 , 0
-9.88281 , -2.07031 , 8.51626e-12 , 1 , 0 , 0
-9.88281 , -1.99219 , 9.21952e-12 , 1 , 0 , 0
-9.88281 , -1.91406 , 9.95044e-12 , 1 , 0 , 0
-9.88281 , -1.83594 , 1.07066e-11 , 1 , 0 , 0
-9.88281 , -1.75781 , 1.14851e-11 , 1 , 0 , 0
-9.88281 , -1.67969 , 1.22827e-11 , 1 , 0 , 0
-9.88281 , -1.60156 , 1.30956e-11 , 1 , 0 , 0
-9.88281 , -1.52344 , 1.39198e-11 , 1 , 0 , 0
-9.88281 , -1.44531 , 1.47507e-11 , 1 , 0 , 0
-9.88281 , -1.36719 , 1.55837e-11 , 1 , 0 , 0
-9.88281 , -1.28906 , 1.64135e-11 , 1 , 0 , 0
-9.88281 , -1.21094 , 1.72348e-11 , 1 , 0 , 0
-9.88281 , -1.13281 , 1.80421e-11 , 1 , 0 , 0
-9.88281 , -1.05469 , 1.88297e-11 , 1 , 0 , 0
-9.88281 , -0.976562 , 1.95917e-11 , 1 , 0 , 0
-9.88281 , -0.898438 , 2.03225e-11 , 1 , 0 , 0
-9.88281 , -0.820312 , 2.10163e-11 , 1 , 0 , 0
-9.88281 , -0.742188 , 2.16675e-11 , 1 , 0 , 0
-9.88281 , -0.664062 , 2.22709e-11 , 1 , 0 , 0
-9.88281 , -0.585938 , 2.28213e-11 , 1 , 0 , 0
-9.88281 , -0.507812 , 2.33141e-11 , 1 , 0 , 0
-9.88281 , -0.429688 , 2.37449e-11 , 1 , 0 , 0
-9.88281 , -0.351562 , 2.411e-11 , 1 , 0 , 0
-9.88281 , -0.273438 , 2.44061e-11 , 1 , 0 , 0
-9.88281 , -0.195312 , 2.46306e-11 , 1 , 0 , 0
-9.88281 , -0.117188 , 2.47814e-11 , 1 , 0 , 0
-9.88281 , -0.0390625 , 2.48571e-11 , 1 , 0 , 0
-9.88281 , 0.0390625 , 2.48571e-11 , 1 , 0 , 0
-9.88281 , 0.117188 , 2.47814e-11 , 1 , 0 , 0
-9.88281 , 0.195312 , 2.46306e-11 , 1 , 0 , 0
-9.88281 , 0.273438 , 2.44061e-11 , 1 , 0 , 0
-9.88281 , 0.351562 , 2.411e-11 , 1 , 0 , 0
-9.88281 , 0.429688 , 2.37449e-11 , 1 , 0 , 0
-9.88281 , 0.507812 , 2.33141e-11 , 1 , 0 , 0
-9.88281 , 0.585938 , 2.28213e-11 , 1 , 0 , 0
-9.88281 , 0.664062 , 2.22709e-11 , 1 , 0 , 0
-9.88281 , 0.742188 , 2.16675e-11 , 1 , 0 , 0
-9.88281 , 0.820312 , 2.10163e-11 , 1 , 0 , 0
-9.88281 , 0.898438 , 2.03225e-11 , 1 , 0 , 0
-9.88281 , 0.976562 , 1.95917e-11 , 1 , 0 , 0
-9.88281 , 1.05469 , 1.88297e-11 , 1 , 0 , 0
-9.88281 , 1.13281 , 1.80421e-11 , 1 , 0 , 0
